5,31,The Haifa District,27/04/2020,6.22,1,1626
8,42,The Northern District,08/05/2020,2.08,1,545
5,31,The Haifa District,06/07/2020,1.13,1,296
6,57,Judea and Samaria District,16/07/2020,1.62,2,375
5,31,The Haifa District,28/07/2020,4.2,1,1099
1,54,The Haifa District,01/08/2020,1.28,1,336
6,57,Judea and Samaria District,02/08/2020,5.73,2,1330
8,42,The Northern District,04/08/2020,3.67,1,959
10,30,The Northern District,06/08/2020,1.87,1,488
1,54,The Haifa District,10/08/2020,1.92,1,501
4,43,The Northern District,10/08/2020,7.42,2,1721
10,30,The Northern District,14/08/2020,3.53,1,924
6,16,The Central District,14/08/2020,2.1,2,487
1,54,The Haifa District,17/08/2020,6.83,1,1788
4,43,The Northern District,25/08/2020,3.87,2,897
10,30,The Northern District,06/09/2020,4.25,1,1112
6,38,Tel-Aviv District,06/09/2020,2.77,2,642
5,14,Tel-Aviv District,26/09/2020,4.2,1,1099
6,16,The Central District,03/10/2020,8.72,2,2022
6,16,The Central District,06/10/2020,1.62,2,375
6,16,The Central District,08/10/2020,2.45,2,568
8,22,The Northern District,08/10/2020,2.27,1,593
1,3,The Haifa District,11/10/2020,2.22,1,580
5,14,Tel-Aviv District,11/10/2020,10.63,1,2782
4,10,South District,12/10/2020,5.17,2,1199
6,16,The Central District,15/10/2020,4.8,2,1114
3,8,The Central District,17/10/2020,8.27,2,1918
6,16,The Central District,20/10/2020,6.7,2,1554
6,16,The Central District,20/10/2020,4.78,2,1110
6,16,The Central District,21/10/2020,5.13,2,1191
6,38,Tel-Aviv District,01/11/2020,1.48,2,344
5,15,Jerusalem District,01/11/2020,4.58,1,1199
4,10,South District,01/11/2020,8.02,2,1860
6,38,Tel-Aviv District,01/11/2020,7.12,2,1651
5,14,Tel-Aviv District,02/11/2020,2.1,1,549
10,30,The Northern District,03/11/2020,5.75,1,1504
10,30,The Northern District,04/11/2020,7.82,1,2045
3,8,The Central District,05/11/2020,3.68,2,855
7,21,The Haifa District,05/11/2020,8.35,2,1937
7,21,The Haifa District,05/11/2020,3.62,2,839
3,8,The Central District,07/11/2020,3.23,2,750
5,14,Tel-Aviv District,07/11/2020,2.5,1,654
4,10,South District,07/11/2020,1.57,2,363
3,8,The Central District,09/11/2020,7.2,2,1670
10,30,The Northern District,09/11/2020,1.23,1,323
4,10,South District,09/11/2020,6.88,2,1597
4,12,The Central District,09/11/2020,6.77,2,1570
1,54,The Haifa District,09/11/2020,5.22,1,1365
8,42,The Northern District,10/11/2020,4.75,1,1243
3,8,The Central District,11/11/2020,3.88,2,901
7,21,The Haifa District,13/11/2020,1.97,2,456
10,30,The Northern District,15/11/2020,4.42,1,1155
3,8,The Central District,15/11/2020,3.58,2,831
9,58,Judea and Samaria District,19/11/2020,6.65,2,1543
7,21,The Haifa District,20/11/2020,1.9,2,441
7,21,The Haifa District,20/11/2020,2.2,2,510
4,10,South District,23/11/2020,1.13,2,263
6,38,Tel-Aviv District,23/11/2020,4.42,2,1025
5,39,Jerusalem District,25/11/2020,0.15,1,39
7,21,The Haifa District,25/11/2020,5.13,2,1191
3,8,The Central District,26/11/2020,7.82,2,1813
7,21,The Haifa District,27/11/2020,0.02,2,4
6,38,Tel-Aviv District,27/11/2020,7.07,2,1639
