10,30,The Northern District,01/04/2022,9.58,1,2507
9,53,The Central District,05/04/2022,8.3,2,1926
3,60,Judea and Samaria District,08/04/2022,9.6,2,2227
7,21,The Haifa District,09/04/2022,5.33,2,1237
3,60,Judea and Samaria District,13/04/2022,7.22,2,1674
5,35,The Northern District,13/04/2022,3.17,1,828
10,29,The Haifa District,16/04/2022,4.42,1,1155
3,7,Jerusalem District,17/04/2022,4.2,2,974
10,40,The Northern District,19/04/2022,3.43,1,898
4,12,The Central District,26/04/2022,7.57,2,1755
3,7,Jerusalem District,02/05/2022,9.08,2,2107
2,4,The Haifa District,04/05/2022,5.05,1,1321
9,53,The Central District,05/05/2022,4.9,2,1137
3,47,The Haifa District,07/05/2022,0.97,2,224
10,29,The Haifa District,07/05/2022,2.77,1,724
6,16,The Central District,08/05/2022,4.57,2,1059
2,4,The Haifa District,12/05/2022,7.42,1,1940
3,7,Jerusalem District,19/05/2022,8.08,2,1875
2,6,The Haifa District,20/05/2022,5.15,1,1347
9,44,The Haifa District,21/05/2022,2.58,2,599
10,30,The Northern District,24/05/2022,9.33,1,2442
4,43,The Northern District,26/05/2022,6.77,2,1570
3,60,Judea and Samaria District,27/05/2022,1.9,2,441
10,40,The Northern District,29/05/2022,4.03,1,1055
4,11,The Northern District,29/05/2022,4.2,2,974
6,57,Judea and Samaria District,30/05/2022,5.08,2,1179
8,22,The Northern District,30/05/2022,6.95,1,1818
4,52,The Central District,01/06/2022,9.08,2,2107
3,8,The Central District,02/06/2022,1.05,2,244
10,30,The Northern District,03/06/2022,1.95,1,510
3,41,Tel-Aviv District,07/06/2022,3.73,2,866
4,52,The Central District,08/06/2022,4.93,2,1145
7,36,Judea and Samaria District,08/06/2022,2.63,2,611
4,43,The Northern District,09/06/2022,6.18,2,1435
10,28,The Haifa District,11/06/2022,1.17,1,305
6,17,The Haifa District,12/06/2022,0.4,2,93
6,17,The Haifa District,12/06/2022,5.35,2,1241
9,27,Jerusalem District,13/06/2022,2.22,2,514
4,52,The Central District,14/06/2022,2.48,2,576
6,17,The Haifa District,14/06/2022,6.7,2,1554
4,11,The Northern District,15/06/2022,5.25,2,1218
4,11,The Northern District,16/06/2022,2.22,2,514
8,23,Jerusalem District,18/06/2022,3.22,1,841
7,19,The Central District,20/06/2022,1.62,2,375
4,52,The Central District,21/06/2022,1.5,2,348
4,52,The Central District,22/06/2022,9.6,2,2227
3,60,Judea and Samaria District,24/06/2022,7.13,2,1655
5,35,The Northern District,24/06/2022,2.57,1,671
4,52,The Central District,25/06/2022,3.22,2,746
3,8,The Central District,25/06/2022,1.53,2,356
4,10,South District,25/06/2022,5.25,2,1218
6,16,The Central District,26/06/2022,1.32,2,305
6,17,The Haifa District,29/06/2022,2.67,2,619
4,11,The Northern District,30/06/2022,4.7,2,1090
