5,31,The Haifa District,06/07/2020,1.13,1,296
6,57,Judea and Samaria District,16/07/2020,1.62,2,375
5,31,The Haifa District,28/07/2020,4.2,1,1099
1,54,The Haifa District,01/08/2020,1.28,1,336
6,57,Judea and Samaria District,02/08/2020,5.73,2,1330
8,42,The Northern District,04/08/2020,3.67,1,959
10,30,The Northern District,06/08/2020,1.87,1,488
1,54,The Haifa District,10/08/2020,1.92,1,501
4,43,The Northern District,10/08/2020,7.42,2,1721
10,30,The Northern District,14/08/2020,3.53,1,924
6,16,The Central District,14/08/2020,2.1,2,487
1,54,The Haifa District,17/08/2020,6.83,1,1788
4,43,The Northern District,25/08/2020,3.87,2,897
10,30,The Northern District,06/09/2020,4.25,1,1112
6,38,Tel-Aviv District,06/09/2020,2.77,2,642
5,14,Tel-Aviv District,26/09/2020,4.2,1,1099
