3,47,The Haifa District,02/01/2022,2.95,2,684
5,37,Jerusalem District,02/01/2022,7.12,1,1862
4,11,The Northern District,03/01/2022,2.9,2,673
5,37,Jerusalem District,03/01/2022,1.25,1,327
5,37,Jerusalem District,04/01/2022,3.23,1,846
6,18,The Haifa District,05/01/2022,5.35,2,1241
2,5,Jerusalem District,06/01/2022,2.05,1,536
3,47,The Haifa District,08/01/2022,3.68,2,855
4,10,South District,10/01/2022,1.38,2,321
5,37,Jerusalem District,14/01/2022,4.78,1,1251
5,37,Jerusalem District,15/01/2022,3.85,1,1007
6,17,The Haifa District,20/01/2022,1.28,2,298
9,27,Jerusalem District,20/01/2022,3.95,2,916
6,18,The Haifa District,21/01/2022,5.45,2,1264
9,53,The Central District,21/01/2022,8.08,2,1875
5,37,Jerusalem District,23/01/2022,2.05,1,536
10,40,The Northern District,25/01/2022,7.17,1,1875
5,37,Jerusalem District,27/01/2022,6.02,1,1574
3,41,Tel-Aviv District,28/01/2022,0.88,2,205
7,19,The Central District,29/01/2022,4.42,2,1025
3,41,Tel-Aviv District,01/02/2022,6.93,2,1609
3,47,The Haifa District,02/02/2022,4.7,2,1090
3,41,Tel-Aviv District,02/02/2022,4.93,2,1145
3,41,Tel-Aviv District,06/02/2022,3.18,2,739
3,9,The Haifa District,09/02/2022,5,2,1160
6,16,The Central District,09/02/2022,1.95,2,452
3,47,The Haifa District,09/02/2022,7.62,2,1767
10,29,The Haifa District,09/02/2022,2.67,1,698
5,35,The Northern District,10/02/2022,2.78,1,728
5,13,The Haifa District,11/02/2022,2.48,1,650
5,13,The Haifa District,11/02/2022,0.83,1,218
3,41,Tel-Aviv District,12/02/2022,5.93,2,1377
3,41,Tel-Aviv District,12/02/2022,3.48,2,808
8,51,Tel-Aviv District,15/02/2022,8.58,1,2245
3,41,Tel-Aviv District,16/02/2022,3.68,2,855
6,18,The Haifa District,18/02/2022,7.98,2,1852
4,43,The Northern District,18/02/2022,10.35,2,2401
10,40,The Northern District,19/02/2022,2.37,1,619
5,15,Jerusalem District,22/02/2022,1,1,262
3,41,Tel-Aviv District,22/02/2022,6.55,2,1520
10,29,The Haifa District,23/02/2022,4.85,1,1269
10,28,The Haifa District,24/02/2022,4.2,1,1099
10,30,The Northern District,24/02/2022,0.4,1,105
8,24,Jerusalem District,25/02/2022,1.88,1,493
6,38,Tel-Aviv District,26/02/2022,4.53,2,1052
5,31,The Haifa District,27/02/2022,8.23,1,2154
5,35,The Northern District,01/03/2022,4.58,1,1199
2,59,The Central District,02/03/2022,2.9,1,759
2,5,Jerusalem District,02/03/2022,1.87,1,488
5,35,The Northern District,03/03/2022,0.85,1,222
2,4,The Haifa District,05/03/2022,4.78,1,1251
2,4,The Haifa District,10/03/2022,3.18,1,833
5,37,Jerusalem District,10/03/2022,7.53,1,1971
9,27,Jerusalem District,12/03/2022,1.97,2,456
2,4,The Haifa District,16/03/2022,1.23,1,323
9,26,South District,18/03/2022,1.13,2,263
3,9,The Haifa District,22/03/2022,2.07,2,479
2,6,The Haifa District,23/03/2022,2.27,1,593
3,8,The Central District,23/03/2022,0.57,2,131
7,36,Judea and Samaria District,25/03/2022,10.33,2,2397
4,11,The Northern District,25/03/2022,0.02,2,4
4,52,The Central District,27/03/2022,6.02,2,1396
5,35,The Northern District,27/03/2022,1.23,1,323
5,35,The Northern District,29/03/2022,1.8,1,471
5,37,Jerusalem District,30/03/2022,7.87,1,2058
5,35,The Northern District,30/03/2022,4.35,1,1138
5,14,Tel-Aviv District,30/03/2022,4.77,1,1247
