1,1,Judea and Samaria District,02/10/2022,7.45,1,1949
3,41,Tel-Aviv District,03/10/2022,2.32,2,537
10,29,The Haifa District,06/10/2022,5.55,1,1452
10,40,The Northern District,09/10/2022,1.38,1,362
3,41,Tel-Aviv District,10/10/2022,7.12,2,1651
10,40,The Northern District,11/10/2022,4.05,1,1059
2,45,The Haifa District,12/10/2022,0.68,1,179
8,48,The Northern District,14/10/2022,4.8,1,1256
8,22,The Northern District,14/10/2022,9.08,1,2376
8,22,The Northern District,16/10/2022,4.78,1,1251
8,51,Tel-Aviv District,16/10/2022,6.18,1,1618
3,7,Jerusalem District,18/10/2022,9.85,2,2285
8,22,The Northern District,19/10/2022,6.52,1,1705
5,15,Jerusalem District,19/10/2022,0.37,1,96
6,17,The Haifa District,22/10/2022,5.85,2,1357
7,21,The Haifa District,24/10/2022,8.45,2,1960
5,32,The Haifa District,29/10/2022,9.1,1,2381
5,15,Jerusalem District,30/10/2022,3.48,1,911
10,30,The Northern District,03/11/2022,5.58,1,1461
10,28,The Haifa District,04/11/2022,5.58,1,1461
3,41,Tel-Aviv District,04/11/2022,7.42,2,1721
3,7,Jerusalem District,04/11/2022,9.1,2,2111
4,43,The Northern District,05/11/2022,7.77,2,1802
8,22,The Northern District,07/11/2022,3.35,1,876
3,41,Tel-Aviv District,07/11/2022,7.45,2,1728
6,38,Tel-Aviv District,07/11/2022,6.63,2,1539
3,50,South District,10/11/2022,4.32,2,1001
9,53,The Central District,10/11/2022,7.6,2,1763
6,16,The Central District,13/11/2022,7.77,2,1802
9,53,The Central District,13/11/2022,3.67,2,851
6,17,The Haifa District,13/11/2022,5.47,2,1268
5,35,The Northern District,13/11/2022,8.35,1,2184
2,5,Jerusalem District,14/11/2022,2.52,1,658
7,36,Judea and Samaria District,15/11/2022,2.53,2,588
5,13,The Haifa District,20/11/2022,3.35,1,876
9,27,Jerusalem District,20/11/2022,2.52,2,584
9,44,The Haifa District,21/11/2022,5.47,2,1268
4,10,South District,03/12/2022,2.23,2,518
5,37,Jerusalem District,03/12/2022,5.33,1,1395
2,4,The Haifa District,05/12/2022,1.62,1,423
1,56,Tel-Aviv District,06/12/2022,4.62,1,1208
7,36,Judea and Samaria District,06/12/2022,1.97,2,456
6,17,The Haifa District,08/12/2022,8.02,2,1860
8,23,Jerusalem District,08/12/2022,2.27,1,593
10,30,The Northern District,09/12/2022,1.17,1,305
1,2,The Northern District,11/12/2022,5.5,1,1439
7,21,The Haifa District,11/12/2022,7.03,2,1632
8,24,Jerusalem District,12/12/2022,4.43,1,1160
5,32,The Haifa District,12/12/2022,0.47,1,122
7,19,The Central District,15/12/2022,8.45,2,1960
4,52,The Central District,17/12/2022,3.65,2,847
2,45,The Haifa District,18/12/2022,5.73,1,1500
2,6,The Haifa District,18/12/2022,1.72,1,449
8,22,The Northern District,19/12/2022,2.13,1,558
3,7,Jerusalem District,20/12/2022,0.57,2,131
3,50,South District,21/12/2022,1.42,2,329
8,23,Jerusalem District,22/12/2022,6.55,1,1713
4,12,The Central District,22/12/2022,2.78,2,646
2,6,The Haifa District,23/12/2022,1.05,1,275
10,40,The Northern District,28/12/2022,0.8,1,209
8,49,Judea and Samaria District,29/12/2022,1.15,1,301
